country;group;week;zscore
Spain;Total;2024-40;0.42
Spain;Total;2024-41;0.31
Spain;Total;2024-42;0.07
Spain;Total;2024-43;0.35
Spain;Total;2024-44;1.69
Spain;Total;2024-45;0.78
Spain;Total;2024-46;-0.06
Spain;Total;2024-47;0.19
Spain;Total;2024-48;0.57
Spain;Total;2024-49;-0.49
Spain;Total;2024-50;-3.4
Sweden;Total;2018-52;-2.28
Sweden;Total;2019-01;0.07
Sweden;Total;2019-02;-1.42
Sweden;Total;2019-03;-1.35
Sweden;Total;2019-04;-1.56
Sweden;Total;2019-05;-1.57
Sweden;Total;2019-06;-0.62
Sweden;Total;2019-07;-1.94
Sweden;Total;2019-08;-1
Sweden;Total;2019-09;-1.46
Sweden;Total;2019-10;-2.19
Sweden;Total;2019-11;-0.1
Sweden;Total;2019-12;-2.48
Sweden;Total;2019-13;-1.49
Sweden;Total;2019-14;-0.77
Sweden;Total;2019-15;-1.77
Sweden;Total;2019-16;0.46
Sweden;Total;2019-17;0.47
Sweden;Total;2019-18;-0.54
Sweden;Total;2019-19;0.36
Sweden;Total;2019-20;-0.53
Sweden;Total;2019-21;-1.24
Sweden;Total;2019-22;-0.09
Sweden;Total;2019-23;0.33
Sweden;Total;2019-24;-1.3
Sweden;Total;2019-25;0.46
Sweden;Total;2019-26;0.38
Sweden;Total;2019-27;0.92
Sweden;Total;2019-28;1.25
Sweden;Total;2019-29;0.16
Sweden;Total;2019-30;0.68
Sweden;Total;2019-31;0.26
Sweden;Total;2019-32;1.04
Sweden;Total;2019-33;-0.07
Sweden;Total;2019-34;0.47
Sweden;Total;2019-35;1.87
Sweden;Total;2019-36;-1.72
Sweden;Total;2019-37;0.02
Sweden;Total;2019-38;-0.68
Sweden;Total;2019-39;0.66
Sweden;Total;2019-40;0.08
Sweden;Total;2019-41;0.02
Sweden;Total;2019-42;-1.14
Sweden;Total;2019-43;0.13
Sweden;Total;2019-44;-1.59
Sweden;Total;2019-45;-0.94
Sweden;Total;2019-46;-1.86
Sweden;Total;2019-47;-1.62
Sweden;Total;2019-48;-2.34
Sweden;Total;2019-49;-2.17
Sweden;Total;2019-50;-2.46
Sweden;Total;2019-51;-1.27
Sweden;Total;2019-52;-2.65
Sweden;Total;2020-01;-1.4
Sweden;Total;2020-02;-0.69
Sweden;Total;2020-03;-1.41
Sweden;Total;2020-04;-2.77
Sweden;Total;2020-05;-1.19
Sweden;Total;2020-06;-2.59
Sweden;Total;2020-07;-1.19
Sweden;Total;2020-08;-1.64
Sweden;Total;2020-09;-1.37
Sweden;Total;2020-10;-0.5
Sweden;Total;2020-11;-1.61
Sweden;Total;2020-12;0.61
Sweden;Total;2020-13;3.37
Sweden;Total;2020-14;8.32
Sweden;Total;2020-15;11.26
Sweden;Total;2020-16;11.18
Sweden;Total;2020-17;8.36
Sweden;Total;2020-18;8.37
Sweden;Total;2020-19;8.08
Sweden;Total;2020-20;5.98
Sweden;Total;2020-21;5.42
Sweden;Total;2020-22;1.53
Sweden;Total;2020-23;3.41
Sweden;Total;2020-24;3.32
Sweden;Total;2020-25;2.72
Sweden;Total;2020-26;2.69
Sweden;Total;2020-27;1.26
Sweden;Total;2020-28;1.4
Sweden;Total;2020-29;0.66
Sweden;Total;2020-30;0.84
Sweden;Total;2020-31;1.05
Sweden;Total;2020-32;1.32
Sweden;Total;2020-33;0.34
Sweden;Total;2020-34;1.06
Sweden;Total;2020-35;-0.52
Sweden;Total;2020-36;-0.34
Sweden;Total;2020-37;-0.52
Sweden;Total;2020-38;-1.05
Sweden;Total;2020-39;-0.67
Sweden;Total;2020-40;-1.14
Sweden;Total;2020-41;-1.71
Sweden;Total;2020-42;-1.01
Sweden;Total;2020-43;-2.27
Sweden;Total;2020-44;-0.73
Sweden;Total;2020-45;-1.34
Sweden;Total;2020-46;0.95
Sweden;Total;2020-47;2.22
Sweden;Total;2020-48;1.39
Sweden;Total;2020-49;3.47
Sweden;Total;2020-50;2.93
Sweden;Total;2020-51;4.9
Sweden;Total;2020-52;4.89
Sweden;Total;2020-53;5.22
Sweden;Total;2021-01;4.42
Sweden;Total;2021-02;3.97
Sweden;Total;2021-03;3.49
Sweden;Total;2021-04;1.52
Sweden;Total;2021-05;-1.24
Sweden;Total;2021-06;-0.83
Sweden;Total;2021-07;-0.92
Sweden;Total;2021-08;-1.17
Sweden;Total;2021-09;-2.83
Sweden;Total;2021-10;-0.78
Sweden;Total;2021-11;-2.08
Sweden;Total;2021-12;-1.25
Sweden;Total;2021-13;-1.42
Sweden;Total;2021-14;-0.69
Sweden;Total;2021-15;-0.78
Sweden;Total;2021-16;0.05
Sweden;Total;2021-17;-0.47
Sweden;Total;2021-18;0.76
Sweden;Total;2021-19;0.83
Sweden;Total;2021-20;-0.53
Sweden;Total;2021-21;-0.79
Sweden;Total;2021-22;-0.63
Sweden;Total;2021-23;-0.37
Sweden;Total;2021-24;-0.64
Sweden;Total;2021-25;-0.25
Sweden;Total;2021-26;-0.04
Sweden;Total;2021-27;0.59
Sweden;Total;2021-28;1.21
Sweden;Total;2021-29;0.68
Sweden;Total;2021-30;1.83
Sweden;Total;2021-31;0.05
Sweden;Total;2021-32;1.27
Sweden;Total;2021-33;0.59
Sweden;Total;2021-34;0.77
Sweden;Total;2021-35;0.53
Sweden;Total;2021-36;0.96
Sweden;Total;2021-37;1.17
Sweden;Total;2021-38;0.3
Sweden;Total;2021-39;0.61
Sweden;Total;2021-40;-0.65
Sweden;Total;2021-41;-0.6
Sweden;Total;2021-42;-0.48
Sweden;Total;2021-43;-0.81
Sweden;Total;2021-44;0.12
Sweden;Total;2021-45;-0.97
Sweden;Total;2021-46;-1.3
Sweden;Total;2021-47;-2.44
Sweden;Total;2021-48;-1.83
Sweden;Total;2021-49;-1.89
Sweden;Total;2021-50;-2.52
Sweden;Total;2021-51;-0.45
Sweden;Total;2021-52;0.41
Sweden;Total;2022-01;1.14
Sweden;Total;2022-02;0.57
Sweden;Total;2022-03;0.02
Sweden;Total;2022-04;0.87
Sweden;Total;2022-05;2.22
Sweden;Total;2022-06;0.41
Sweden;Total;2022-07;1.41
Sweden;Total;2022-08;0.6
Sweden;Total;2022-09;0.24
Sweden;Total;2022-10;-1.42
Sweden;Total;2022-11;-1.27
Sweden;Total;2022-12;-1.31
Sweden;Total;2022-13;-0.97
Sweden;Total;2022-14;-0.12
Sweden;Total;2022-15;-1.75
Sweden;Total;2022-16;-1.54
Sweden;Total;2022-17;-1.36
Sweden;Total;2022-18;-1.49
Sweden;Total;2022-19;-2.64
Sweden;Total;2022-20;0.98
Sweden;Total;2022-21;-0.62
Sweden;Total;2022-22;0.07
Sweden;Total;2022-23;0
Sweden;Total;2022-24;0.94
Sweden;Total;2022-25;1.78
Sweden;Total;2022-26;2.23
Sweden;Total;2022-27;1.66
Sweden;Total;2022-28;0.23
Sweden;Total;2022-29;2.98
Sweden;Total;2022-30;2
Sweden;Total;2022-31;2.29
Sweden;Total;2022-32;2.8
Sweden;Total;2022-33;2.14
Sweden;Total;2022-34;1.46
Sweden;Total;2022-35;-0.27
Sweden;Total;2022-36;0.59
Sweden;Total;2022-37;2.1
Sweden;Total;2022-38;1.56
Sweden;Total;2022-39;1.95
Sweden;Total;2022-40;1.24
Sweden;Total;2022-41;-0.08
Sweden;Total;2022-42;-1.34
Sweden;Total;2022-43;-1.36
Sweden;Total;2022-44;-2.35
Sweden;Total;2022-45;-1.83
Sweden;Total;2022-46;-1.12
Sweden;Total;2022-47;-0.49
Sweden;Total;2022-48;-1.47
Sweden;Total;2022-49;0.56
Sweden;Total;2022-50;3.48
Sweden;Total;2022-51;4.62
Sweden;Total;2022-52;4.53
Sweden;Total;2023-01;5.1
Sweden;Total;2023-02;2.34
Sweden;Total;2023-03;0.62
Sweden;Total;2023-04;-1.23
Sweden;Total;2023-05;-1.73
Sweden;Total;2023-06;-2.27
Sweden;Total;2023-07;-2.38
Sweden;Total;2023-08;-2.08
Sweden;Total;2023-09;-1.12
Sweden;Total;2023-10;-0.81
Sweden;Total;2023-11;-1
Sweden;Total;2023-12;-1.39
Sweden;Total;2023-13;-0.84
Sweden;Total;2023-14;-0.72
Sweden;Total;2023-15;0.26
Sweden;Total;2023-16;1.1
Sweden;Total;2023-17;1.07
Sweden;Total;2023-18;-0.05
Sweden;Total;2023-19;-0.62
Sweden;Total;2023-20;0.41
Sweden;Total;2023-21;-0.73
Sweden;Total;2023-22;0.04
Sweden;Total;2023-23;1.13
Sweden;Total;2023-24;0.64
Sweden;Total;2023-25;1.04
Sweden;Total;2023-26;-0.04
Sweden;Total;2023-27;0.65
Sweden;Total;2023-28;-0.16
Sweden;Total;2023-29;0.04
Sweden;Total;2023-30;1.16
Sweden;Total;2023-31;0.06
Sweden;Total;2023-32;0.44
Sweden;Total;2023-33;0.52
Sweden;Total;2023-34;0.37
Sweden;Total;2023-35;-0.77
Sweden;Total;2023-36;2.25
Sweden;Total;2023-37;-0.51
Sweden;Total;2023-38;0.12
Sweden;Total;2023-39;-0.96
Sweden;Total;2023-40;-0.65
Sweden;Total;2023-41;1.8
Sweden;Total;2023-42;0.66
Sweden;Total;2023-43;1.04
Sweden;Total;2023-44;2.49
Sweden;Total;2023-45;1.03
Sweden;Total;2023-46;1.85
Sweden;Total;2023-47;2.66
Sweden;Total;2023-48;1.78
Sweden;Total;2023-49;0.81
Sweden;Total;2023-50;2.3
Sweden;Total;2023-51;3
Sweden;Total;2023-52;1.97
Sweden;Total;2024-01;1.21
Sweden;Total;2024-02;0.9
Sweden;Total;2024-03;0.08
Sweden;Total;2024-04;-1.18
Sweden;Total;2024-05;-1.78
Sweden;Total;2024-06;-2.2
Sweden;Total;2024-07;-1.87
Sweden;Total;2024-08;-2.06
Sweden;Total;2024-09;-2.32
Sweden;Total;2024-10;-2.74
Sweden;Total;2024-11;-2.1
Sweden;Total;2024-12;-1.83
Sweden;Total;2024-13;-2.19
Sweden;Total;2024-14;-1.59
Sweden;Total;2024-15;-1.37
Sweden;Total;2024-16;-2.04
Sweden;Total;2024-17;0.15
Sweden;Total;2024-18;-1.26
Sweden;Total;2024-19;-1.86
Sweden;Total;2024-20;-0.73
Sweden;Total;2024-21;-0.64
Sweden;Total;2024-22;-0.15
Sweden;Total;2024-23;-1.72
Sweden;Total;2024-24;0.54
Sweden;Total;2024-25;1.07
Sweden;Total;2024-26;1.89
Sweden;Total;2024-27;0.3
Sweden;Total;2024-28;1.42
Sweden;Total;2024-29;0.35
Sweden;Total;2024-30;2.45
Sweden;Total;2024-31;1.35
Sweden;Total;2024-32;1.56
Sweden;Total;2024-33;1.52
Sweden;Total;2024-34;1.06
Sweden;Total;2024-35;0.78
Sweden;Total;2024-36;0.91
Sweden;Total;2024-37;-0.4
Sweden;Total;2024-38;0.43
Sweden;Total;2024-39;0.57
Sweden;Total;2024-40;0.08
Sweden;Total;2024-41;1.4
Sweden;Total;2024-42;0.41
Sweden;Total;2024-43;-0.81
Sweden;Total;2024-44;-0.85
Sweden;Total;2024-45;-1.3
Sweden;Total;2024-46;-1.53
Sweden;Total;2024-47;-0.83
Sweden;Total;2024-48;-1.17
Sweden;Total;2024-49;-0.89
Sweden;Total;2024-50;0.17
Switzerland;Total;2018-52;-0.21
Switzerland;Total;2019-01;-0.42
Switzerland;Total;2019-02;0.46
Switzerland;Total;2019-03;-0.12
Switzerland;Total;2019-04;0.75
Switzerland;Total;2019-05;1.49
Switzerland;Total;2019-06;2.36
Switzerland;Total;2019-07;3.85
Switzerland;Total;2019-08;3.53
Switzerland;Total;2019-09;3.71
Switzerland;Total;2019-10;2.55
Switzerland;Total;2019-11;1.32
Switzerland;Total;2019-12;1.02
Switzerland;Total;2019-13;0.7
Switzerland;Total;2019-14;2.18
Switzerland;Total;2019-15;-0.93
Switzerland;Total;2019-16;1.18
Switzerland;Total;2019-17;-0.21
Switzerland;Total;2019-18;0.57
Switzerland;Total;2019-19;1.04
Switzerland;Total;2019-20;0.22
Switzerland;Total;2019-21;1.59
Switzerland;Total;2019-22;1.18
Switzerland;Total;2019-23;1.5
Switzerland;Total;2019-24;-0.12
Switzerland;Total;2019-25;0.85
Switzerland;Total;2019-26;1.64
Switzerland;Total;2019-27;2.02
Switzerland;Total;2019-28;1.37
Switzerland;Total;2019-29;0.87
Switzerland;Total;2019-30;2.06
Switzerland;Total;2019-31;-0.74
Switzerland;Total;2019-32;-0.82
Switzerland;Total;2019-33;-0.88
Switzerland;Total;2019-34;1.47
Switzerland;Total;2019-35;-1.14
Switzerland;Total;2019-36;-0.8
Switzerland;Total;2019-37;0.8
Switzerland;Total;2019-38;1.5
Switzerland;Total;2019-39;-0.05
Switzerland;Total;2019-40;-0.39
Switzerland;Total;2019-41;0.3
Switzerland;Total;2019-42;0.5
Switzerland;Total;2019-43;0.42
Switzerland;Total;2019-44;-1.65
Switzerland;Total;2019-45;-0.94
Switzerland;Total;2019-46;0.82
Switzerland;Total;2019-47;-0.05
Switzerland;Total;2019-48;0.62
Switzerland;Total;2019-49;-2.74
Switzerland;Total;2019-50;0.15
Switzerland;Total;2019-51;0.66
Switzerland;Total;2019-52;-0.86
Switzerland;Total;2020-01;-1.25
Switzerland;Total;2020-02;-0.29
Switzerland;Total;2020-03;0.68
Switzerland;Total;2020-04;0.67
Switzerland;Total;2020-05;0.93
Switzerland;Total;2020-06;0.42
Switzerland;Total;2020-07;0.32
Switzerland;Total;2020-08;0.16
Switzerland;Total;2020-09;0
Switzerland;Total;2020-10;0.28
Switzerland;Total;2020-11;1.28
Switzerland;Total;2020-12;4.17
Switzerland;Total;2020-13;6.42
Switzerland;Total;2020-14;11.43
Switzerland;Total;2020-15;7.39
Switzerland;Total;2020-16;6.36
Switzerland;Total;2020-17;2.56
Switzerland;Total;2020-18;0.01
Switzerland;Total;2020-19;-1.19
Switzerland;Total;2020-20;-1.67
Switzerland;Total;2020-21;-0.62
Switzerland;Total;2020-22;-2.4
Switzerland;Total;2020-23;-0.68
Switzerland;Total;2020-24;-0.97
Switzerland;Total;2020-25;-0.9
Switzerland;Total;2020-26;-0.13
Switzerland;Total;2020-27;-0.09
Switzerland;Total;2020-28;-0.13
Switzerland;Total;2020-29;-1.52
Switzerland;Total;2020-30;-0.62
Switzerland;Total;2020-31;2.07
Switzerland;Total;2020-32;-0.38
Switzerland;Total;2020-33;0.78
Switzerland;Total;2020-34;0.36
Switzerland;Total;2020-35;-0.86
Switzerland;Total;2020-36;-1.16
Switzerland;Total;2020-37;0.64
Switzerland;Total;2020-38;0.02
Switzerland;Total;2020-39;0.08
Switzerland;Total;2020-40;-0.41
Switzerland;Total;2020-41;1.25
Switzerland;Total;2020-42;0.01
Switzerland;Total;2020-43;3.94
Switzerland;Total;2020-44;7.9
Switzerland;Total;2020-45;14.48
Switzerland;Total;2020-46;15.45
Switzerland;Total;2020-47;15.26
Switzerland;Total;2020-48;14.22
Switzerland;Total;2020-49;14.99
Switzerland;Total;2020-50;15.24
Switzerland;Total;2020-51;14.46
Switzerland;Total;2020-52;13.33
Switzerland;Total;2020-53;10.78
Switzerland;Total;2021-01;8.98
Switzerland;Total;2021-02;6.99
Switzerland;Total;2021-03;6.47
Switzerland;Total;2021-04;3.92
Switzerland;Total;2021-05;0.91
Switzerland;Total;2021-06;0.43
Switzerland;Total;2021-07;-1.51
Switzerland;Total;2021-08;-1.13
Switzerland;Total;2021-09;-1.59
Switzerland;Total;2021-10;-1.27
Switzerland;Total;2021-11;-2.27
Switzerland;Total;2021-12;-1.19
Switzerland;Total;2021-13;-1.5
Switzerland;Total;2021-14;-0.92
Switzerland;Total;2021-15;-0.79
Switzerland;Total;2021-16;-0.58
Switzerland;Total;2021-17;0.22
Switzerland;Total;2021-18;-0.81
Switzerland;Total;2021-19;0.33
Switzerland;Total;2021-20;-0.99
Switzerland;Total;2021-21;-0.41
Switzerland;Total;2021-22;0.04
Switzerland;Total;2021-23;-2.22
Switzerland;Total;2021-24;-0.07
Switzerland;Total;2021-25;-0.22
Switzerland;Total;2021-26;-0.16
Switzerland;Total;2021-27;-0.6
Switzerland;Total;2021-28;-0.28
Switzerland;Total;2021-29;0.6
Switzerland;Total;2021-30;-0.8
Switzerland;Total;2021-31;-0.82
Switzerland;Total;2021-32;2.32
Switzerland;Total;2021-33;0.81
Switzerland;Total;2021-34;0.39
Switzerland;Total;2021-35;2.32
Switzerland;Total;2021-36;2.08
Switzerland;Total;2021-37;2.1
Switzerland;Total;2021-38;0.96
Switzerland;Total;2021-39;0.84
Switzerland;Total;2021-40;-0.76
Switzerland;Total;2021-41;0.28
Switzerland;Total;2021-42;0.55
Switzerland;Total;2021-43;1.03
Switzerland;Total;2021-44;-0.48
Switzerland;Total;2021-45;1.59
Switzerland;Total;2021-46;3.13
Switzerland;Total;2021-47;4.35
Switzerland;Total;2021-48;6.43
Switzerland;Total;2021-49;7.56
Switzerland;Total;2021-50;5.96
Switzerland;Total;2021-51;3.68
Switzerland;Total;2021-52;4.35
Switzerland;Total;2022-01;2.38
Switzerland;Total;2022-02;1.89
Switzerland;Total;2022-03;1.38
Switzerland;Total;2022-04;1.18
Switzerland;Total;2022-05;1.28
Switzerland;Total;2022-06;1.22
Switzerland;Total;2022-07;3.37
Switzerland;Total;2022-08;1.16
Switzerland;Total;2022-09;1.86
Switzerland;Total;2022-10;2.37
Switzerland;Total;2022-11;3.8
Switzerland;Total;2022-12;4.3
Switzerland;Total;2022-13;4.42
Switzerland;Total;2022-14;3.07
Switzerland;Total;2022-15;0.79
Switzerland;Total;2022-16;1.7
Switzerland;Total;2022-17;0.2
Switzerland;Total;2022-18;-0.05
Switzerland;Total;2022-19;-0.47
Switzerland;Total;2022-20;0.83
Switzerland;Total;2022-21;-0.67
Switzerland;Total;2022-22;-0.62
Switzerland;Total;2022-23;-0.28
Switzerland;Total;2022-24;2.97
Switzerland;Total;2022-25;3.66
Switzerland;Total;2022-26;2.99
Switzerland;Total;2022-27;2.83
Switzerland;Total;2022-28;3.23
Switzerland;Total;2022-29;5.91
Switzerland;Total;2022-30;6.23
Switzerland;Total;2022-31;3.16
Switzerland;Total;2022-32;2.6
Switzerland;Total;2022-33;2.01
Switzerland;Total;2022-34;2.03
Switzerland;Total;2022-35;-0.34
Switzerland;Total;2022-36;0.18
Switzerland;Total;2022-37;0.81
Switzerland;Total;2022-38;-1.17
Switzerland;Total;2022-39;3.85
Switzerland;Total;2022-40;2.59
Switzerland;Total;2022-41;2.9
Switzerland;Total;2022-42;0.82
Switzerland;Total;2022-43;2.12
Switzerland;Total;2022-44;0.8
Switzerland;Total;2022-45;0.71
Switzerland;Total;2022-46;1.16
Switzerland;Total;2022-47;1.96
Switzerland;Total;2022-48;3.2
Switzerland;Total;2022-49;4.18
Switzerland;Total;2022-50;5.03
Switzerland;Total;2022-51;6.59
Switzerland;Total;2022-52;4.69
Switzerland;Total;2023-01;4.26
Switzerland;Total;2023-02;1.89
Switzerland;Total;2023-03;1.52
Switzerland;Total;2023-04;0.52
Switzerland;Total;2023-05;-1.05
Switzerland;Total;2023-06;-0.57
Switzerland;Total;2023-07;0.18
Switzerland;Total;2023-08;-0.53
Switzerland;Total;2023-09;0.53
Switzerland;Total;2023-10;1.64
Switzerland;Total;2023-11;1.29
Switzerland;Total;2023-12;1.1
Switzerland;Total;2023-13;-0.34
Switzerland;Total;2023-14;-0.21
Switzerland;Total;2023-15;0.09
Switzerland;Total;2023-16;0
Switzerland;Total;2023-17;1.67
Switzerland;Total;2023-18;0.88
Switzerland;Total;2023-19;-0.65
Switzerland;Total;2023-20;-1.13
Switzerland;Total;2023-21;-0.39
Switzerland;Total;2023-22;-0.85
Switzerland;Total;2023-23;-0.22
Switzerland;Total;2023-24;-0.97
Switzerland;Total;2023-25;-0.69
Switzerland;Total;2023-26;-0.06
Switzerland;Total;2023-27;-1.07
Switzerland;Total;2023-28;0.67
Switzerland;Total;2023-29;0.8
Switzerland;Total;2023-30;-0.23
Switzerland;Total;2023-31;0.08
Switzerland;Total;2023-32;0.27
Switzerland;Total;2023-33;2.77
Switzerland;Total;2023-34;3.07
Switzerland;Total;2023-35;-0.14
Switzerland;Total;2023-36;1.8
Switzerland;Total;2023-37;-0.09
Switzerland;Total;2023-38;-1.63
Switzerland;Total;2023-39;-1.18
Switzerland;Total;2023-40;-0.14
Switzerland;Total;2023-41;-0.27
Switzerland;Total;2023-42;1.59
Switzerland;Total;2023-43;2.22
Switzerland;Total;2023-44;1.28
Switzerland;Total;2023-45;2.48
Switzerland;Total;2023-46;3.44
Switzerland;Total;2023-47;2.51
Switzerland;Total;2023-48;4.22
Switzerland;Total;2023-49;3.81
Switzerland;Total;2023-50;2.64
Switzerland;Total;2023-51;2.4
Switzerland;Total;2023-52;1.43
Switzerland;Total;2024-01;1.18
Switzerland;Total;2024-02;1.77
Switzerland;Total;2024-03;1.04
Switzerland;Total;2024-04;1.09
Switzerland;Total;2024-05;-0.31
Switzerland;Total;2024-06;1.38
Switzerland;Total;2024-07;0.07
Switzerland;Total;2024-08;0.76
Switzerland;Total;2024-09;0.46
Switzerland;Total;2024-10;0.34
Switzerland;Total;2024-11;0.77
Switzerland;Total;2024-12;-2.09
Switzerland;Total;2024-13;-2.16
Switzerland;Total;2024-14;-1.27
Switzerland;Total;2024-15;-0.42
Switzerland;Total;2024-16;-0.58
Switzerland;Total;2024-17;1
Switzerland;Total;2024-18;0.97
Switzerland;Total;2024-19;-0.57
Switzerland;Total;2024-20;-1.79
Switzerland;Total;2024-21;-0.9
Switzerland;Total;2024-22;-0.75
Switzerland;Total;2024-23;0.07
Switzerland;Total;2024-24;-0.57
Switzerland;Total;2024-25;0.75
Switzerland;Total;2024-26;1.72
Switzerland;Total;2024-27;0.66
Switzerland;Total;2024-28;0.78
Switzerland;Total;2024-29;0.81
Switzerland;Total;2024-30;0.94
Switzerland;Total;2024-31;1.01
Switzerland;Total;2024-32;1.03
Switzerland;Total;2024-33;1.82
Switzerland;Total;2024-34;0.22
Switzerland;Total;2024-35;1.6
Switzerland;Total;2024-36;-0.48
Switzerland;Total;2024-37;-0.09
Switzerland;Total;2024-38;0.49
Switzerland;Total;2024-39;0.45
Switzerland;Total;2024-40;1.46
Switzerland;Total;2024-41;0.76
Switzerland;Total;2024-42;-0.3
Switzerland;Total;2024-43;-1.16
Switzerland;Total;2024-44;-0.03
Switzerland;Total;2024-45;-1.17
Switzerland;Total;2024-46;-0.87
Switzerland;Total;2024-47;0.32
Switzerland;Total;2024-48;-0.06
Switzerland;Total;2024-49;-0.89
Switzerland;Total;2024-50;-0.51
UK (England);Total;2018-52;-0.45
UK (England);Total;2019-01;0.18
UK (England);Total;2019-02;0.61
UK (England);Total;2019-03;0.55
UK (England);Total;2019-04;0.69
UK (England);Total;2019-05;0.98
UK (England);Total;2019-06;1.51
UK (England);Total;2019-07;0.5
UK (England);Total;2019-08;-0.33
UK (England);Total;2019-09;-0.3
UK (England);Total;2019-10;-0.94
UK (England);Total;2019-11;-1.06
UK (England);Total;2019-12;-1.58
UK (England);Total;2019-13;-2.04
UK (England);Total;2019-14;-0.29
UK (England);Total;2019-15;-0.02
UK (England);Total;2019-16;0.82
UK (England);Total;2019-17;0.04
UK (England);Total;2019-18;-0.95
UK (England);Total;2019-19;-0.66
UK (England);Total;2019-20;-0.03
UK (England);Total;2019-21;0.49
UK (England);Total;2019-22;-0.28
UK (England);Total;2019-23;-0.81
UK (England);Total;2019-24;-0.05
UK (England);Total;2019-25;-0.21
UK (England);Total;2019-26;0.04
UK (England);Total;2019-27;0.01
UK (England);Total;2019-28;-0.39
UK (England);Total;2019-29;-0.51
UK (England);Total;2019-30;1.43
UK (England);Total;2019-31;-0.29
UK (England);Total;2019-32;-0.84
UK (England);Total;2019-33;-0.93
UK (England);Total;2019-34;-0.2
UK (England);Total;2019-35;-0.32
UK (England);Total;2019-36;-1.16
UK (England);Total;2019-37;-0.25
UK (England);Total;2019-38;-0.56
UK (England);Total;2019-39;-0.37
UK (England);Total;2019-40;-0.45
UK (England);Total;2019-41;0.38
UK (England);Total;2019-42;-0.14
UK (England);Total;2019-43;-0.16
UK (England);Total;2019-44;0.44
UK (England);Total;2019-45;-0.29
UK (England);Total;2019-46;0.29
UK (England);Total;2019-47;0.9
UK (England);Total;2019-48;-0.52
UK (England);Total;2019-49;0.56
UK (England);Total;2019-50;1.12
UK (England);Total;2019-51;2.45
UK (England);Total;2019-52;1.95
UK (England);Total;2020-01;2.31
UK (England);Total;2020-02;1.52
UK (England);Total;2020-03;-0.13
UK (England);Total;2020-04;-0.66
UK (England);Total;2020-05;-0.87
UK (England);Total;2020-06;-1.13
UK (England);Total;2020-07;-0.88
UK (England);Total;2020-08;-0.98
UK (England);Total;2020-09;-0.65
UK (England);Total;2020-10;-0.15
UK (England);Total;2020-11;-0.3
UK (England);Total;2020-12;2.57
UK (England);Total;2020-13;8.65
UK (England);Total;2020-14;19.34
UK (England);Total;2020-15;24.65
UK (England);Total;2020-16;21.31
UK (England);Total;2020-17;17.21
UK (England);Total;2020-18;11.8
UK (England);Total;2020-19;7.99
UK (England);Total;2020-20;4.49
UK (England);Total;2020-21;3.08
UK (England);Total;2020-22;1.45
UK (England);Total;2020-23;0.79
UK (England);Total;2020-24;0.03
UK (England);Total;2020-25;-0.63
UK (England);Total;2020-26;0.66
UK (England);Total;2020-27;-1.69
UK (England);Total;2020-28;-1.35
UK (England);Total;2020-29;-0.55
UK (England);Total;2020-30;-0.75
UK (England);Total;2020-31;-0.81
UK (England);Total;2020-32;-0.35
UK (England);Total;2020-33;1.92
UK (England);Total;2020-34;-2.13
UK (England);Total;2020-35;-1.85
UK (England);Total;2020-36;-0.88
UK (England);Total;2020-37;-1.22
UK (England);Total;2020-38;-0.49
UK (England);Total;2020-39;-0.61
UK (England);Total;2020-40;0.29
UK (England);Total;2020-41;-0.07
UK (England);Total;2020-42;0.73
UK (England);Total;2020-43;1.42
UK (England);Total;2020-44;2.19
UK (England);Total;2020-45;2.74
UK (England);Total;2020-46;3.18
UK (England);Total;2020-47;2.99
UK (England);Total;2020-48;2.94
UK (England);Total;2020-49;2.9
UK (England);Total;2020-50;3.58
UK (England);Total;2020-51;3.3
UK (England);Total;2020-52;5.04
UK (England);Total;2020-53;6.89
UK (England);Total;2021-01;10.87
UK (England);Total;2021-02;14.01
UK (England);Total;2021-03;14.17
UK (England);Total;2021-04;11.58
UK (England);Total;2021-05;7.38
UK (England);Total;2021-06;4.77
UK (England);Total;2021-07;3.55
UK (England);Total;2021-08;-0.44
UK (England);Total;2021-09;-1.73
UK (England);Total;2021-10;-1.68
UK (England);Total;2021-11;-2.87
UK (England);Total;2021-12;-3.21
UK (England);Total;2021-13;-3.27
UK (England);Total;2021-14;-2.94
UK (England);Total;2021-15;-2.41
UK (England);Total;2021-16;-2.35
UK (England);Total;2021-17;-2.25
UK (England);Total;2021-18;-1.5
UK (England);Total;2021-19;-1.5
UK (England);Total;2021-20;-1.71
UK (England);Total;2021-21;-1.08
UK (England);Total;2021-22;-0.78
UK (England);Total;2021-23;-1.41
UK (England);Total;2021-24;-0.71
UK (England);Total;2021-25;-0.63
UK (England);Total;2021-26;0.49
UK (England);Total;2021-27;0.89
UK (England);Total;2021-28;1.08
UK (England);Total;2021-29;4.07
UK (England);Total;2021-30;1.46
UK (England);Total;2021-31;1.26
UK (England);Total;2021-32;1.65
UK (England);Total;2021-33;1.5
UK (England);Total;2021-34;0.98
UK (England);Total;2021-35;2.07
UK (England);Total;2021-36;3.82
UK (England);Total;2021-37;1.2
UK (England);Total;2021-38;0.86
UK (England);Total;2021-39;1.12
UK (England);Total;2021-40;2.14
UK (England);Total;2021-41;1.69
UK (England);Total;2021-42;1.96
UK (England);Total;2021-43;2.51
UK (England);Total;2021-44;2.02
UK (England);Total;2021-45;1.97
